title,Genre,Premiere,Runtime,IMDB Score,Language,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
Tig,Documentary,"July 17, 2015",80,7.4,English,tm214085,MOVIE,"An intimate documentary that follows Tig Notaro, a Los Angeles based comedian, who just days after being diagnosed with invasive stage II breast cancer changed the course of her career with a poignant stand-up set that became legendary overnight. It explores Tig's extraordinary journey as her career ignites and as her life unfolds in grand and unexpected ways, all the while continuing to battle a life-threatening illness and falling in love.",2015.0,,95.0,['documentation'],['US'],,tt3986532,7.4,2691.0,5.984,7.2
"Barbra: The Music, The Mem'ries, The Magic!",Concert Film,"November 22, 2017",108,7.5,English,,,,,,,,,,,,,,
Blackpink: Light Up the Sky,Documentary,"October 14, 2020",79,7.5,Korean,,,,,,,,,,,,,,
City of Joy,Documentary,"September 7, 2018",74,7.5,English,tm315345,MOVIE,"The Democratic Republic of Congo has endured 20 years of devastating violence. Rape has been used as a weapon of war to destroy community and access precious minerals. Congo is often referred to as “the worst place in the world to be a woman.” ""City of Joy"" tells a different story of the region. The film focuses on Jane, a student at a center where women who have suffered unimaginable abuse join together to become leaders. We also meet the founders of the center: a devout Congolese Doctor, a Congolese activist, and a radical N.Y. playwright. The film weaves between joy and pain as these individuals band together to demand hope in a place so often deemed hopeless.",2016.0,,74.0,"['documentation', 'thriller', 'war', 'crime', 'drama']",['CD'],,tt4078252,7.5,525.0,1.239,7.5
Dick Johnson Is Dead,Documentary,"October 2, 2020",90,7.5,English,tm845484,MOVIE,"With this inventive portrait, director Kirsten Johnson seeks a way to keep her 86-year-old father alive forever. Utilizing moviemaking magic and her family’s dark humor, she celebrates Dr. Dick Johnson’s last years by staging fantasies of death and beyond. Together, dad and daughter confront the great inevitability awaiting us all.",2020.0,PG-13,89.0,"['documentation', 'drama']",['US'],,tt11394180,7.4,6511.0,7.932,7.4
Homecoming: A Film by Beyonce ,Documentary,"April 17, 2019",137,7.5,English,,,,,,,,,,,,,,
Invader Zim: Enter the Florpus,Animation / Science Fiction,"August 16, 2019",71,7.5,English,,,,,,,,,,,,,,
Joan Didion: The Center Will Not Hold,Documentary,October 27. 2017,98,7.5,English,tm351216,MOVIE,"Griffin Dunne’s years-in-the-making documentary portrait of his aunt Joan Didion moves with the spirit of her uncannily lucid writing: the film simultaneously expands and zeroes in, covering a vast stretch of turbulent cultural history with elegance and candor.",2017.0,,92.0,['documentation'],['US'],,tt7253506,7.4,2622.0,5.069,7.1
John Mulaney & the Sack Lunch Bunch,Variety show,"December 24, 2019",70,7.5,English,,,,,,,,,,,,,,
Reversing Roe,Documentary,"September 13, 2018",99,7.5,English,tm431347,MOVIE,"Documentary that delves deep into the history of abortion law, revealing the contradictory ways in which women's bodies have been used to further political and ideological agendas.",2018.0,,99.0,['documentation'],['US'],,tt8948614,7.5,1400.0,4.004,7.5
The White Helmets,Documentary,September 16. 2016,40,7.5,English,tm252245,MOVIE,"As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble.",2016.0,,41.0,"['documentation', 'war']","['SY', 'GB']",,,,,5.399,7.4
Athlete A,Documentary,"June 24, 2020",104,7.6,English,tm881162,MOVIE,Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.,2020.0,PG-13,104.0,"['documentation', 'crime', 'sport']",['US'],,tt11905462,7.6,10861.0,11.88,7.7
Ludo,Anthology/Dark comedy,"November 12, 2020",149,7.6,Hindi,tm215911,MOVIE,"Needing a secluded place for a late-night tryst, two couples stow away in a mall after hours, but are quickly ensnared in a gruesome and deadly game.",2015.0,,90.0,"['horror', 'thriller', 'fantasy']",['IN'],,tt3724898,2.8,852.0,3.316,2.8
Ludo,Anthology/Dark comedy,"November 12, 2020",149,7.6,Hindi,tm847805,MOVIE,"Ludo is about the butterfly effect and how, despite all the chaos and crowd of the world, all our lives are inextricably connected. From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",2020.0,PG-13,150.0,"['crime', 'comedy', 'drama', 'action']",['IN'],,tt7212754,7.6,37528.0,10.329,7.5
Quincy,Documentary,"September 21, 2018",124,7.6,English,tm427465,MOVIE,"An intimate look into the life of icon Quincy Jones. A unique force in music and popular culture for 70 years, Jones has transcended racial and cultural boundaries; his story is inextricably woven into the fabric of America.",2018.0,,124.0,"['music', 'documentation']",['US'],,tt7440432,7.6,4551.0,7.019,7.5
Rolling Thunder Revue: A bob Dylan Story by Martin Scorsere,Documentary,"June 12, 2019",144,7.6,English,,,,,,,,,,,,,,
Tell Me Who I Am,Documentary,"October 18, 2019",85,7.6,English,tm828317,MOVIE,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.",2019.0,,85.0,"['thriller', 'documentation', 'drama']",['GB'],,tt10915286,7.6,14466.0,6.542,7.5
The Bleeding Edge,Documentary,"July 27, 2018",100,7.6,English,tm404475,MOVIE,"Each year in the United States, unparalleled innovations in medical diagnostics, treatment, and technology hit the market. But when the same devices designed to save patients end up harming them, who is accountable?",2018.0,,99.0,['documentation'],['US'],,tt8106576,7.6,2720.0,6.394,6.7
The Social Dilemma,Documentary,"September 9, 2020",94,7.6,English,tm847085,MOVIE,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",2020.0,PG-13,94.0,"['drama', 'documentation']",['US'],,tt11464826,7.6,80916.0,20.38,7.5
The Two Popes,Drama,"December 20, 2019",125,7.6,English,tm435520,MOVIE,"Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.",2019.0,PG-13,125.0,"['drama', 'comedy', 'history']",['US'],,tt8404614,7.6,122069.0,11.465,7.5
"What Happened, Miss Simone?",Documentary,"June 26, 2015",84,7.6,English,tm147082,MOVIE,"The film chronicles Nina Simone's journey from child piano prodigy to iconic musician and passionate activist, told in her own words.",2015.0,,101.0,"['music', 'documentation']",['US'],,tt4284010,7.6,13872.0,6.186,7.5
Yeh Ballet,Drama,"February 21, 2020",117,7.6,Hindi,tm854786,MOVIE,"Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",2020.0,PG-13,117.0,['drama'],['IN'],,tt10230436,7.5,1335.0,5.098,7.7
Anima,Musical / Short,"June 27, 2019",15,7.7,English,tm819950,MOVIE,"In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.",2019.0,,15.0,['music'],"['GB', 'CZ', 'FR']",,tt10516984,,,7.375,7.4
Beasts of No Nation,War drama,"October 16, 2015",136,7.7,English/Akan,tm136257,MOVIE,"Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.",2015.0,R,137.0,"['drama', 'war']","['GH', 'US']",,tt1365050,7.7,80750.0,10.424,7.6
Brene Brown: The Call to Courage,Documentary,"April 19, 2019",76,7.7,English,,,,,,,,,,,,,,
Crip Camp: A Disability Revolution,Documentary,"March 25, 2020",108,7.7,English,tm845496,MOVIE,"Down the road from Woodstock in the early 1970s, a revolution blossomed in a ramshackle summer camp for disabled teenagers, transforming their young lives and igniting a landmark movement.",2020.0,R,107.0,"['documentation', 'history']",['US'],,tt8923484,7.7,7428.0,10.547,7.3
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Cliffton ",Documentary,"November 17, 2017",94,7.7,English,,,,,,,,,,,,,,
Justin Timberlake + The Tennessee Kids,Concert Film,"October 12, 2016",90,7.7,English,tm245297,MOVIE,"For Justin Timberlake it's the final two dates of his 20/20 Experience World Tour at the MGM Grand Garden Arena in Las Vegas. Surrounded by the 25 band members of The Tennessee Kids and featuring show-stopping performances from one of the highest-grossing tours of the decade, the film is a culmination of the singer’s 134 shows and 2 years on the road.",2016.0,,90.0,"['music', 'documentation']",['US'],,tt5001772,7.6,2191.0,3.257,7.6
Road to Roma,Making-of,"February 11, 2020",72,7.7,Spanish,tm853910,MOVIE,"Director Alfonso Cuarón reflects on the childhood memories, period details and creative choices that shaped his Academy Award-winning film 'ROMA.'",2020.0,,73.0,['documentation'],['MX'],,tt11763742,7.7,656.0,2.964,8.1
Roma,Drama,"December 14, 2018",135,7.7,Spanish,tm288499,MOVIE,"In 1970s Mexico City, two domestic workers help a mother of four while her husband is away for an extended period of time.",2018.0,R,135.0,"['drama', 'european']","['US', 'MX']",,tt6155172,7.7,155787.0,12.745,7.7
If Anything Happens I Love You,Animation / Short,"November 20, 2020",12,7.8,English,tm898169,MOVIE,Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting.,2020.0,PG,12.0,"['drama', 'animation']",['US'],,,,,10.718,7.8
The Irishman,Crime drama,"November 27, 2019",209,7.8,English,tm244149,MOVIE,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",2019.0,R,209.0,"['crime', 'drama', 'history', 'thriller']",['US'],,tt1302006,7.8,376379.0,21.075,7.6
The Trial of the Chicago 7,Drama,"October 16, 2020",130,7.8,English,tm840196,MOVIE,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,2020.0,R,130.0,"['drama', 'history', 'thriller']",['US'],,tt1070874,7.7,173103.0,15.07,7.8
A Secret Love,Documentary,"April 29, 2020",82,7.9,English,tm881859,MOVIE,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",2020.0,,83.0,"['documentation', 'drama']",['US'],,tt3260524,7.8,4409.0,12.806,7.4
Icarus,Documentary,"August 4, 2017",120,7.9,English,tm311815,MOVIE,"While investigating the furtive world of illegal doping in sports, director Bryan Fogel connects with renegade Russian scientist Dr. Grigory Rodchenkov—a pillar of his country’s “anti-doping” program. Over dozens of Skype calls, urine samples, and badly administered hormone injections, Fogel and Rodchenkov grow closer despite shocking allegations that place Rodchenkov at the center of Russia’s state-sponsored Olympic doping program.",2017.0,,121.0,"['documentation', 'thriller', 'sport']",['US'],,tt6333060,7.9,49269.0,9.623,7.7
Marriage Story,Drama,"December 6, 2019",136,7.9,English,tm403709,MOVIE,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",2019.0,R,136.0,"['drama', 'romance', 'comedy']",['GB'],,tt7653254,7.9,298303.0,28.268,7.8
The Ivory Game,Documentary,"November 4, 2016",112,7.9,English,tm270555,MOVIE,"Wildlife activists and investigators put their lives on the line to battle the illegal African ivory trade, in this suspenseful on-the-ground documentary.",2016.0,,112.0,"['documentation', 'european']","['AT', 'US']",,tt5952534,7.9,3243.0,3.919,7.6
Struggle: The Life and Lost Art of Szukaiski,Documentary,"December 21, 2018",105,8.0,English,,,,,,,,,,,,,,
Chasing Coral ,Documentary,"July 14, 2017",89,8.1,English,,,,,,,,,,,,,,
My Octopus Teacher,Documentary,"September 7, 2020",85,8.1,English,tm863808,MOVIE,"After years of swimming every day in the freezing ocean at the tip of Africa, Craig Foster meets an unlikely teacher: a young octopus who displays remarkable curiosity. Visiting her den and tracking her movements for months on end he eventually wins the animal’s trust and they develop a never-before-seen bond between human and wild animal.",2020.0,,84.0,['documentation'],"['ZA', 'GB']",,tt12888462,8.1,52771.0,19.276,8.0
Rising Phoenix,Documentary,"August 26, 2020",106,8.1,English,tm919106,MOVIE,"The history and current standing of the Paralympic Games, which has grown to become the world's third largest sporting event.",2020.0,PG-13,105.0,"['documentation', 'sport']",['GB'],,tt10851618,8.1,1683.0,9.54,8.2
13th,Documentary,"October 7, 2016",100,8.2,English,tm244788,MOVIE,An in-depth look at the prison system in the United States and how it reveals the nation's history of racial inequality.,2016.0,,100.0,"['documentation', 'history', 'crime']",['US'],,tt5895028,8.2,35302.0,8.675,8.0
Disclosure: Trans Lives on Screen,Documentary,"June 19, 2020",107,8.2,English,,,,,,,,,,,,,,
Klaus,Animation/Christmas/Comedy/Adventure,"November 15, 2019",97,8.2,English,tm375883,MOVIE,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",2019.0,PG,96.0,"['fantasy', 'comedy', 'family', 'animation', 'european']",['ES'],,tt4729430,8.1,143737.0,20.85,8.3
Seaspiracy,Documentary,"March 24, 2021",89,8.2,English,tm1018890,MOVIE,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers an alarming global conspiracy.",2021.0,,89.0,['documentation'],['US'],,tt14152756,8.1,30307.0,7.09,7.9
